TICKER, DATE, OPEN, HIGH, LOW, CLOSE, VOLUME
520155,20240802,35.90,36.20,34.50,35.77,4631
521005,20240802,33.39,35.30,33.39,34.57,190726
521016,20240802,385.00,391.80,378.00,380.05,44786
521018,20240802,85.42,85.42,75.30,77.26,12454
521034,20240802,35.01,35.45,34.02,35.45,7930
521036,20240802,3.17,3.17,3.17,3.17,10
521048,20240802,44.20,44.20,44.17,44.17,1373
521054,20240802,23.01,23.98,22.19,22.64,4991
521062,20240802,5.38,5.64,4.75,5.07,293293
521064,20240802,38.00,38.85,37.55,38.30,1792252
521068,20240802,41.99,44.89,41.99,44.89,3000
521070,20240802,26.01,26.54,25.97,26.20,1560459
521080,20240802,11.73,11.73,11.10,11.14,23363
521097,20240802,241.65,264.80,233.10,261.10,122603
521105,20240802,55.25,58.00,53.80,57.75,7316
521109,20240802,38.25,39.40,37.95,39.28,14363
521113,20240802,14.13,14.60,14.02,14.49,3041
521131,20240802,24.93,25.25,23.60,24.53,7948
521137,20240802,3.60,3.74,3.60,3.64,7276
521141,20240802,25.23,26.30,24.01,24.95,9765
521149,20240802,10.20,10.20,9.32,9.98,7083
521151,20240802,71.77,74.20,68.04,70.34,5122
521161,20240802,43.69,45.00,43.51,44.00,1259
521163,20240802,133.00,133.00,128.30,129.45,2188
521178,20240802,68.05,69.48,67.01,68.26,3435
521180,20240802,8.55,9.21,8.55,9.12,15991
521194,20240802,577.75,627.00,575.45,581.00,4114
521200,20240802,103.08,104.36,99.75,100.13,84348
521206,20240802,2.84,2.84,2.66,2.71,84621
521216,20240802,216.55,222.95,210.05,215.00,1151
521220,20240802,48.99,50.44,48.99,49.70,5796
521226,20240802,22.50,23.40,22.50,23.40,252
521228,20240802,3.70,3.70,3.48,3.65,251541
521234,20240802,36.60,36.70,34.72,35.00,2614
521238,20240802,191.00,191.00,181.00,190.90,797
521240,20240802,169.00,170.00,166.00,166.05,567
521242,20240802,25.00,25.00,24.37,24.37,3868
521244,20240802,330.00,335.10,330.00,335.10,300
521246,20240802,3.98,3.98,3.98,3.98,39981
521248,20240802,220.20,229.05,218.80,227.40,21988
522001,20240802,98.94,99.04,98.90,99.04,8660
522004,20240802,128.95,128.95,121.30,127.20,49495
522005,20240802,210.70,214.25,206.00,212.30,3184
522014,20240802,247.35,254.00,243.55,246.15,1066
522017,20240802,653.00,668.00,646.00,648.05,2062
522027,20240802,33.30,36.37,33.30,36.10,1843
522029,20240802,166.60,173.10,163.50,169.50,21085
522034,20240802,620.00,630.00,616.00,621.05,2930
522036,20240802,106.80,106.80,106.75,106.75,306
522064,20240802,4100.00,4100.00,3878.10,4030.45,1526
522073,20240802,960.00,985.70,959.60,962.25,1214
522074,20240802,690.45,697.30,680.80,687.90,15962
522091,20240802,115.90,115.90,110.50,113.95,1248
522101,20240802,410.00,412.00,395.00,399.85,31666
522105,20240802,84.02,87.57,84.02,84.53,125144
522108,20240802,1261.40,1293.05,1220.00,1243.10,3128
522113,20240802,4252.05,4438.00,4175.00,4260.85,4282
522122,20240802,2394.90,2470.00,2375.10,2386.05,4427
522134,20240802,152.45,162.00,152.45,157.15,7492
522152,20240802,99.00,99.00,96.05,99.00,2401
522163,20240802,1555.00,1644.95,1530.00,1589.05,9029
522165,20240802,54.60,55.59,51.20,53.11,37253
522183,20240802,424.00,453.75,424.00,451.95,4257
522195,20240802,1467.00,1550.00,1465.00,1505.60,2282
522205,20240802,685.15,697.95,680.50,691.60,49927
522207,20240802,147.00,172.00,145.05,163.30,249874
522209,20240802,13.76,13.80,13.76,13.76,40380
522215,20240802,447.60,447.60,431.80,436.20,8918
522217,20240802,266.60,271.10,265.00,266.30,631
522229,20240802,580.00,697.00,570.00,652.25,143861
522231,20240802,152.30,156.85,149.95,152.15,14869
522235,20240802,5.81,5.81,5.81,5.81,32364
522237,20240802,24.85,24.85,23.61,23.61,1056
522241,20240802,586.40,598.45,581.55,588.40,12765
522249,20240802,654.95,698.00,620.15,623.05,33974
522251,20240802,390.00,390.00,385.00,390.00,1689
522257,20240802,460.05,482.00,460.05,480.25,346661
522261,20240802,684.95,710.25,660.25,708.10,2319
522267,20240802,123.25,128.25,123.25,128.25,3100
522273,20240802,165.35,165.35,165.35,165.35,817
522275,20240802,1731.30,1731.30,1731.30,1731.30,13772
522281,20240802,420.00,432.75,419.10,427.60,5483
522285,20240802,52.58,52.58,50.15,50.25,52221
522287,20240802,1343.00,1357.95,1328.75,1348.35,7631
522289,20240802,95.00,97.65,95.00,97.00,4217
522292,20240802,42.49,42.49,40.11,41.95,1750
522294,20240802,231.95,235.00,220.60,230.70,6984
522295,20240802,855.95,855.95,833.00,839.10,348
522650,20240802,1597.40,1604.90,1597.40,1604.00,118
523007,20240802,169.00,169.35,158.25,168.85,18315
523011,20240802,121.00,121.00,117.25,118.85,344
523019,20240802,166.45,169.85,158.15,162.70,20132
523021,20240802,61.90,61.90,59.56,60.31,9386
523023,20240802,108.00,108.00,104.25,104.45,6451
523025,20240802,2104.00,2234.10,2104.00,2146.70,12306
523054,20240802,1914.35,1914.35,1914.00,1914.00,35
523100,20240802,197.45,197.45,181.40,196.15,5233
523116,20240802,738.00,760.00,738.00,760.00,2
523120,20240802,33.00,35.50,33.00,34.55,7771
523127,20240802,941.00,942.70,928.00,930.50,2129
523144,20240802,52.99,52.99,49.61,50.07,8172
523151,20240802,7.70,7.70,7.21,7.65,751
523160,20240802,1494.95,1530.00,1480.25,1486.20,1732
523186,20240802,280.50,292.40,277.00,285.60,1622
523204,20240802,66.12,66.92,66.00,66.06,5360
523207,20240802,182.15,193.75,179.20,187.15,55110
523222,20240802,17.20,17.80,17.14,17.26,49513
523229,20240802,174.00,182.90,171.50,175.45,96943
523232,20240802,91.85,91.85,88.00,90.67,187950
523242,20240802,9.86,9.86,9.86,9.86,200
523248,20240802,304.00,305.00,280.80,291.85,10195
523260,20240802,31.40,31.90,31.28,31.30,3439
523261,20240802,1985.05,1989.90,1900.00,1917.90,2985
523269,20240802,76.62,79.50,75.11,77.49,75677
523277,20240802,0.95,0.97,0.88,0.91,76902965
523283,20240802,232.90,236.60,230.35,233.40,1043
523289,20240802,97.89,98.93,89.62,91.04,35127
523301,20240802,3067.00,3240.00,3041.65,3196.25,3612
523309,20240802,76.00,78.00,72.01,77.03,6124
523319,20240802,283.10,286.50,281.20,283.60,53806
523323,20240802,4520.00,4520.00,4421.30,4473.90,1293
523329,20240802,1031.00,1049.45,959.95,1018.25,3903
523367,20240802,1043.60,1075.00,1040.60,1057.75,3031
523369,20240802,215.35,221.00,212.60,216.90,9663
523371,20240802,114.35,115.90,113.50,113.90,25600
523373,20240802,84.85,85.41,84.85,85.41,3257
523384,20240802,158.60,159.00,155.95,157.70,412
523385,20240802,1878.05,1892.50,1865.85,1872.65,884
523391,20240802,313.75,313.80,305.85,307.50,2979
523395,20240802,39200.05,39871.75,39000.00,39410.30,176
523398,20240802,1920.00,1980.45,1920.00,1929.75,2827
523405,20240802,103.65,104.35,101.00,103.30,158541
523411,20240802,1856.90,1919.75,1856.00,1872.35,3514
523419,20240802,13.25,13.26,13.25,13.26,3854
523425,20240802,10.98,11.20,10.52,11.00,147
523445,20240802,1273.00,1274.10,1256.00,1260.45,6980
523457,20240802,8050.00,8171.00,8035.20,8083.75,2720
523465,20240802,58.80,58.80,55.90,56.12,24931
523467,20240802,2.10,2.10,1.93,2.01,301372
523475,20240802,1258.05,1258.05,1248.00,1258.05,44546
523483,20240802,272.05,286.75,271.10,285.55,1999
523489,20240802,39.49,39.49,37.07,37.44,3634
523519,20240802,6.04,6.05,6.04,6.05,834
523537,20240802,60.00,62.01,59.05,59.16,28382
523539,20240802,154.00,154.00,150.50,152.85,9822
523550,20240802,64.96,64.96,64.96,64.96,47792
523558,20240802,27.75,28.80,27.10,28.18,684365
523566,20240802,56.95,57.89,55.10,55.32,3386
523574,20240802,0.77,0.79,0.77,0.79,378687
523586,20240802,305.90,307.00,303.00,306.55,3069
523594,20240802,36.16,37.51,35.35,36.27,9645
523598,20240802,283.90,285.75,279.50,283.85,208875
523606,20240802,3099.00,3111.00,2930.00,3061.70,3720
523610,20240802,301.90,304.80,297.35,300.75,79630
523618,20240802,1145.00,1165.00,1119.00,1126.50,4191
523620,20240802,47.53,47.53,46.58,46.58,596
523628,20240802,94.40,94.40,91.90,92.47,1047
523630,20240802,140.95,145.15,140.35,142.25,258090
523638,20240802,191.20,191.20,184.70,185.35,2535
523642,20240802,4332.95,4403.15,4257.00,4275.20,13621
523648,20240802,311.00,311.95,306.60,309.10,3914
523650,20240802,23.50,23.50,22.35,23.29,9229
523652,20240802,37.68,37.69,36.20,36.20,1250
523660,20240802,88.00,92.90,88.00,91.04,121783
523672,20240802,155.00,160.60,144.80,152.35,27527
523676,20240802,206.10,206.10,199.15,202.80,8760
523694,20240802,456.95,456.95,450.00,451.70,1279
523696,20240802,64.55,66.00,62.00,63.69,41806
523704,20240802,2802.05,2879.25,2802.05,2866.55,11125
523708,20240802,3081.90,3119.00,3040.00,3067.85,977
523710,20240802,390.05,395.00,380.00,393.45,1722
523716,20240802,381.70,394.05,381.60,384.10,22752
523722,20240802,3.14,3.16,3.14,3.14,12689
523732,20240802,31.25,31.25,29.78,30.67,35513
523736,20240802,429.00,458.15,423.20,440.35,28631
523752,20240802,24.58,24.90,24.58,24.74,6893
523754,20240802,139.30,139.30,136.10,137.00,7957
523782,20240802,19.90,19.98,18.50,18.74,6550
523790,20240802,7.03,7.03,7.03,7.03,8700
523792,20240802,1450.00,1450.00,1408.05,1413.75,732
523796,20240802,126.80,126.80,126.80,126.80,26211
523826,20240802,28.75,28.75,27.55,28.18,8071
523828,20240802,135.65,135.65,131.25,133.60,19154
523832,20240802,25.19,25.98,24.90,25.82,20037
523836,20240802,56.50,57.95,54.01,54.96,5850
523838,20240802,145.00,147.90,139.05,145.35,5513
523840,20240802,36.00,39.50,36.00,39.08,41332
523842,20240802,9.98,9.98,9.66,9.96,38483
523844,20240802,80.71,80.71,80.25,80.50,1741
523850,20240802,625.00,625.00,612.00,620.35,5647
523896,20240802,25.10,25.10,20.47,21.11,9488
524000,20240802,358.80,364.75,351.25,362.40,123336
524013,20240802,20.91,20.91,19.39,19.74,4467
524019,20240802,2705.00,2939.35,2705.00,2909.90,4418
524031,20240802,9.93,10.40,9.93,9.93,10182
524037,20240802,195.65,195.65,189.85,190.85,1974
524038,20240802,6.17,6.17,5.41,5.50,1298
524051,20240802,1159.95,1174.00,1140.15,1148.05,30896
524075,20240802,1282.90,1285.00,1260.65,1266.30,267
524080,20240802,111.00,111.00,110.80,110.80,1883
524091,20240802,792.00,800.00,781.05,795.25,1872
524109,20240802,408.55,409.95,400.15,401.20,11016
524129,20240802,402.60,406.00,400.10,402.15,3338
524136,20240802,437.00,447.00,430.05,433.65,3209
524156,20240802,45.62,46.50,45.55,46.34,10190
524164,20240802,423.00,436.40,419.25,427.50,16769
524174,20240802,19.22,19.22,19.22,19.22,88953
524200,20240802,2112.20,2238.30,2112.00,2233.30,13926
524202,20240802,174.00,175.80,169.00,169.95,15969
524204,20240802,102.25,104.90,101.30,103.80,1719
524208,20240802,730.45,748.70,728.35,738.35,28337
524210,20240802,48.25,51.00,46.77,51.00,869
524212,20240802,197.80,217.20,197.80,215.95,66388
524218,20240802,105.85,110.90,101.50,107.90,58938
524226,20240802,132.15,138.05,132.15,137.80,30065
524230,20240802,213.00,214.95,210.30,211.85,228386
524280,20240802,259.50,259.50,252.25,255.55,31336
524288,20240802,97.50,98.70,97.01,97.35,6445
524314,20240802,47.50,47.99,46.25,46.55,2245
524330,20240802,296.30,302.00,284.70,293.30,10087
524332,20240802,59.26,61.00,59.26,59.98,215335
524336,20240802,87.05,90.00,86.30,86.79,4197
524342,20240802,186.50,189.50,184.00,188.50,5724
524348,20240802,503.00,516.35,500.45,511.55,5570
524370,20240802,79.00,84.26,79.00,83.10,255672
524372,20240802,1411.00,1436.20,1388.80,1417.95,10042
524394,20240802,530.00,535.50,518.65,525.60,2691
524396,20240802,65.78,68.00,63.63,66.14,12376
524400,20240802,89.67,89.67,82.30,83.27,58295
524404,20240802,204.00,211.55,199.95,205.65,136552
524408,20240802,217.40,222.00,211.50,221.90,1691
524412,20240802,51.00,51.00,49.15,49.79,4401
524414,20240802,13.32,13.32,13.32,13.32,406
524434,20240802,24.21,24.21,23.00,24.00,5517
524440,20240802,59.54,60.99,58.01,58.60,4019
524444,20240802,2.87,3.01,2.87,2.98,3960896
524458,20240802,13.75,15.19,13.75,14.75,2024
524470,20240802,15.75,16.00,15.48,15.77,1248717
524480,20240802,649.00,669.00,638.00,642.95,1554
524488,20240802,4.22,4.39,4.11,4.31,162529
524494,20240802,1265.85,1312.70,1265.85,1300.35,12034
524500,20240802,365.55,379.00,357.10,369.85,1694
524506,20240802,747.00,759.50,725.00,729.40,1584
524516,20240802,19.20,20.20,18.87,19.82,2465
524518,20240802,89.00,93.50,88.90,93.47,2417
524520,20240802,85.00,85.80,83.30,85.04,71995
524522,20240802,40.10,40.90,40.00,40.88,4544
524534,20240802,76.88,78.00,75.50,75.58,1633
524542,20240802,508.05,515.25,501.25,506.55,1997
524548,20240802,75.26,75.26,75.26,75.26,120
524558,20240802,9400.45,11239.80,9191.55,11073.40,23201
524564,20240802,5.41,5.95,5.25,5.67,119938
524570,20240802,431.50,431.50,420.60,423.25,909
524572,20240802,47.88,47.88,45.50,46.50,4398
524576,20240802,20.75,20.75,20.55,20.56,2110
524580,20240802,13.88,15.33,13.88,15.33,1761
524582,20240802,179.15,194.95,179.15,188.65,5017
524590,20240802,9.80,9.80,9.80,9.80,1486
524592,20240802,16.29,16.29,16.29,16.29,135689
524594,20240802,129.10,132.00,125.50,128.00,6243
524598,20240802,328.25,366.60,323.00,366.60,10784
524602,20240802,31.01,33.95,31.01,31.50,3394
524606,20240802,30.25,31.91,30.25,31.50,827
524614,20240802,6.46,6.46,6.24,6.31,65438
524622,20240802,3.88,3.88,3.88,3.88,1829
524624,20240802,22.00,23.98,21.88,23.50,2785
524628,20240802,18.00,18.00,17.50,18.00,3081
524632,20240802,74.20,79.38,74.20,78.43,63820
524634,20240802,490.75,502.00,490.75,491.55,6378
524636,20240802,33.65,33.65,31.22,31.89,3760
524640,20240802,53.50,54.39,51.70,52.70,8621
524642,20240802,1.19,1.19,1.19,1.19,9919
524648,20240802,154.25,160.70,153.30,153.95,42989
524652,20240802,24.44,26.50,24.44,25.73,101778
524654,20240802,321.15,325.00,313.85,315.10,10039
524663,20240802,31.40,32.47,30.70,32.13,139494
524667,20240802,625.75,633.55,617.85,628.75,20012
524669,20240802,3063.60,3250.00,2940.10,3067.90,3557
524675,20240802,39.00,40.40,36.56,40.31,34702
524687,20240802,20.21,20.87,20.10,20.61,117936
524703,20240802,61.03,61.50,59.50,59.80,7867
524709,20240802,68.30,68.30,66.53,66.89,3275
524711,20240802,14.04,14.29,13.38,14.00,7986
524715,20240802,1702.00,1741.70,1684.25,1732.25,328215
524717,20240802,564.20,608.00,564.20,595.10,12833
524731,20240802,926.00,926.00,905.00,910.80,2989
524735,20240802,331.30,339.25,328.10,335.70,20185
524742,20240802,1562.00,1655.00,1549.50,1640.05,30125
524743,20240802,634.95,634.95,601.05,623.40,3833
524748,20240802,41.90,44.00,41.70,43.35,10562
524752,20240802,18.49,18.49,17.53,17.88,12285
524768,20240802,43.62,45.45,43.62,45.40,13825
524774,20240802,2626.35,2729.75,2614.95,2640.55,1011
524790,20240802,158.00,160.70,154.00,155.60,2720
524804,20240802,1425.00,1450.15,1417.85,1443.65,13350
524808,20240802,29.81,30.49,29.15,29.64,1165
524816,20240802,1354.85,1372.25,1332.85,1368.25,17022
524818,20240802,70.66,72.00,69.50,70.56,2248
524820,20240802,415.80,427.40,408.00,425.10,8694
524824,20240802,120.00,121.90,118.30,119.90,4045
524828,20240802,382.30,386.25,370.00,381.20,1614
526001,20240802,9.75,9.75,9.56,9.56,509
526025,20240802,25.79,25.79,25.79,25.79,96829
526027,20240802,117.10,121.00,117.10,121.00,3530
526043,20240802,59.00,68.00,59.00,61.63,13351
526073,20240802,1480.00,1528.30,1480.00,1510.35,471
526081,20240802,19.62,20.39,18.46,20.39,6836
526095,20240802,38.20,41.88,38.20,41.88,9
526113,20240802,20.00,20.93,19.09,20.89,2258
526115,20240802,7.65,7.65,7.65,7.65,1267
526117,20240802,595.00,605.00,580.00,598.00,1285
526125,20240802,166.00,172.00,164.35,171.95,463
526133,20240802,11.18,11.18,11.18,11.18,5232
526137,20240802,130.00,134.90,130.00,133.60,3695
526139,20240802,9.49,9.57,9.12,9.40,16732
526143,20240802,14.03,14.62,14.01,14.45,13888
526159,20240802,137.00,139.70,136.00,136.60,34180
526161,20240802,118.70,123.75,114.20,117.95,3592
526169,20240802,260.00,264.80,252.00,252.55,40726
526173,20240802,61.65,65.65,60.00,61.65,4082006
526179,20240802,101.98,108.00,100.00,101.98,133660
526187,20240802,5.56,5.75,5.30,5.70,1306
526193,20240802,29.92,29.92,29.92,29.92,60513
526211,20240802,89.00,89.00,82.70,85.61,8937
526217,20240802,247.95,260.10,246.65,254.05,15820
526225,20240802,12.20,12.20,11.30,12.20,2645
526227,20240802,59.94,60.74,58.23,59.31,78407
526231,20240802,58.00,60.00,57.06,58.44,5009
526237,20240802,49.16,49.99,49.00,49.00,609
526241,20240802,17.00,17.38,16.13,16.91,10967
526247,20240802,622.00,676.25,620.40,676.25,20989
526251,20240802,8.70,8.70,8.60,8.60,2766
526263,20240802,252.60,252.85,246.45,249.60,22564
526269,20240802,155.10,155.10,155.10,155.10,1156
526299,20240802,2850.00,2850.00,2766.55,2774.00,7695
526301,20240802,35.60,36.85,35.28,35.80,1481
526315,20240802,78.80,79.90,77.55,79.48,489
526335,20240802,10.18,10.42,10.00,10.39,3185
526345,20240802,24.99,24.99,23.11,23.56,156695
526355,20240802,77.40,82.00,76.60,80.50,1712
526365,20240802,28.47,29.68,28.01,28.55,20299
526367,20240802,882.05,908.85,880.15,888.10,10313
526371,20240802,240.00,240.20,234.55,235.95,181992
526373,20240802,58.48,58.48,58.48,58.48,140
526381,20240802,25.50,27.80,24.35,25.97,336910
526397,20240802,475.00,495.10,458.00,468.50,4247
526407,20240802,29.97,30.11,29.70,29.80,91536
526409,20240802,14.05,14.05,13.50,13.81,31046
526415,20240802,14.20,14.83,14.20,14.38,449102
526423,20240802,220.05,231.50,218.20,225.80,8638
526433,20240802,1451.05,1479.50,1440.00,1449.90,10531
526435,20240802,130.30,139.85,125.00,128.10,3151
526441,20240802,1.31,1.31,1.25,1.27,73612
526443,20240802,97.36,97.36,97.36,97.36,100
526445,20240802,58.00,58.99,56.01,57.75,30009
526468,20240802,27.58,29.90,27.57,28.28,26954
526471,20240802,46.73,46.73,46.73,46.73,5351
526473,20240802,6.47,6.65,6.22,6.42,48940
526479,20240802,111.00,114.00,107.10,111.25,5818
526481,20240802,47.50,48.35,45.58,47.30,5432
526490,20240802,6.16,6.18,5.65,5.68,302966
526492,20240802,175.00,186.95,175.00,185.15,17326
526494,20240802,13.40,13.56,12.56,12.59,4293
526500,20240802,33.75,35.73,31.00,33.96,12947
526506,20240802,1355.45,1355.45,1313.05,1355.20,6831
526508,20240802,27.38,27.38,27.38,27.38,2745
526519,20240802,144.50,144.50,136.00,138.65,2573
526521,20240802,94.00,96.09,93.50,94.79,44872
526525,20240802,23.80,24.44,22.80,23.75,2602
526530,20240802,79.08,79.08,79.08,79.08,600
526532,20240802,8.96,8.96,8.43,8.51,11388
526544,20240802,9.90,9.90,9.21,9.61,304425
526546,20240802,63.02,68.80,63.02,68.01,7162
526550,20240802,25.55,25.55,25.55,25.55,7957
526568,20240802,46.99,46.99,45.26,46.05,760
526570,20240802,46.28,46.28,46.28,46.28,5
526574,20240802,26.44,26.44,25.02,25.21,59
526576,20240802,29.56,29.56,29.56,29.56,396
526582,20240802,117.25,120.95,117.25,117.25,120710
526586,20240802,642.05,739.00,642.05,729.20,182673
526588,20240802,23.50,24.52,23.50,24.52,2621
526596,20240802,503.35,539.25,503.35,535.90,20785
526604,20240802,18.95,18.95,18.05,18.05,1242
526608,20240802,890.55,896.00,890.55,896.00,7960
526612,20240802,8052.70,8167.45,8052.70,8118.45,375
526614,20240802,41.87,41.87,37.89,40.14,151170
526616,20240802,68.42,68.89,67.20,68.32,3998
526622,20240802,0.79,0.79,0.77,0.78,1759295
526638,20240802,42.70,42.70,40.55,40.87,1415
526640,20240802,48.00,48.00,47.00,47.19,3239
526642,20240802,46.20,46.39,45.75,46.06,17988
526650,20240802,185.00,186.70,179.05,179.90,32212
526654,20240802,177.00,179.00,171.25,178.85,1080
526662,20240802,53.50,55.99,49.66,54.70,5149
526666,20240802,446.00,455.00,424.20,436.25,434
526668,20240802,223.50,226.00,218.00,223.10,8814
526675,20240802,43.62,43.62,41.00,43.30,32277
526677,20240802,4.55,4.55,4.55,4.55,9500
526687,20240802,8.00,8.30,7.97,8.30,1085
526703,20240802,574.30,595.00,545.60,575.80,3514
526705,20240802,266.50,286.80,264.00,277.30,12695
526709,20240802,6.66,6.66,6.66,6.66,38327
526711,20240802,31.05,32.69,31.05,32.50,1403
526717,20240802,196.45,196.45,183.75,193.75,1877
526721,20240802,144.90,148.70,142.25,146.85,5508
526723,20240802,232.50,244.65,222.30,233.05,160022
526725,20240802,1601.00,1770.00,1601.00,1737.15,3048
526727,20240802,27.00,27.00,25.61,26.01,14391
526729,20240802,185.00,188.25,183.30,185.80,10391
526731,20240802,172.00,172.00,162.90,169.65,1488
526739,20240802,399.45,415.00,397.00,411.35,6580
526747,20240802,203.50,205.00,198.00,199.75,8754
526751,20240802,20.20,21.20,20.20,21.20,96
526755,20240802,6.26,6.48,6.11,6.25,4695
526761,20240802,25.42,25.42,23.49,23.61,9686
526773,20240802,7.24,7.24,6.98,7.04,964489
526775,20240802,654.85,672.55,646.25,672.55,3491
526783,20240802,3950.05,4093.00,3950.00,4000.65,4503
526795,20240802,6.22,6.22,6.22,6.22,500
526797,20240802,368.65,377.55,359.20,375.50,91293
526807,20240802,1553.20,1553.20,1480.75,1491.30,13744
526813,20240802,12.05,12.66,11.46,11.54,2107
526817,20240802,1394.20,1397.60,1384.05,1387.60,530
526821,20240802,781.60,789.30,775.00,777.50,8180
526827,20240802,45.04,47.41,45.04,46.39,578
526829,20240802,86.01,88.85,86.01,88.59,79560
526839,20240802,11.90,11.90,11.66,11.66,62
526841,20240802,31.70,31.70,31.65,31.65,378
526847,20240802,42.48,42.48,39.60,41.49,8548
526849,20240802,101.00,103.95,99.90,100.40,9369
526851,20240802,179.95,179.95,179.95,179.95,8412
526853,20240802,59.50,61.30,57.50,58.64,34664
526859,20240802,1.95,1.99,1.88,1.94,105461
526861,20240802,160.00,170.00,157.15,167.70,12568
526865,20240802,6.20,6.20,5.91,6.11,5955
526869,20240802,17.99,17.99,17.99,17.99,450
526871,20240802,16.07,17.20,16.07,17.10,3960
526873,20240802,42.30,42.99,42.30,42.99,98890
526877,20240802,15.31,15.31,14.00,15.31,114
526881,20240802,390.00,411.40,386.55,404.45,65677
526885,20240802,104.50,111.50,104.50,109.70,150950
526891,20240802,11.15,11.70,11.10,11.66,4683
526899,20240802,22.94,22.98,22.02,22.32,69975
526901,20240802,80.05,80.05,75.06,79.48,10730
526905,20240802,5.78,5.98,5.42,5.98,6161
526921,20240802,87.17,87.17,87.17,87.17,4672
526931,20240802,160.00,160.00,154.25,157.40,15576
526935,20240802,38.36,42.35,38.33,42.35,497
526945,20240802,106.00,106.00,102.75,105.95,1968
526947,20240802,315.00,319.20,311.00,318.10,14576
526951,20240802,1881.05,1921.95,1877.65,1902.75,1541
526953,20240802,415.05,425.00,409.70,421.45,8836
526961,20240802,803.00,803.00,765.00,793.00,735
526965,20240802,123.50,123.55,118.05,123.00,770
526967,20240802,6.35,6.39,5.90,6.36,1632
526971,20240802,319.95,319.95,311.25,312.85,8121
526981,20240802,270.00,275.00,265.25,272.45,5197
526983,20240802,12.92,12.92,12.92,12.92,100
526987,20240802,21.02,21.49,20.66,21.08,840587
527001,20240802,351.00,364.20,351.00,361.70,9727
527005,20240802,169.00,175.50,166.05,169.55,9644
530001,20240802,777.00,797.85,764.30,785.90,5500
530005,20240802,357.20,375.30,357.20,371.95,467560
530007,20240802,431.20,435.00,426.15,431.10,81992
530011,20240802,132.20,135.80,130.90,134.85,26586
530017,20240802,32.17,33.39,30.57,32.93,42239
530019,20240802,841.00,863.05,836.60,850.75,73055
530023,20240802,170.55,176.95,169.10,174.00,11012
530025,20240802,51.50,51.50,46.60,48.73,42654
530027,20240802,5.80,5.80,5.80,5.80,1521
530037,20240802,15.52,15.52,15.52,15.52,101
530043,20240802,326.00,326.00,310.00,317.45,771
530045,20240802,40.70,41.35,38.57,40.03,18360
530053,20240802,33.83,34.85,33.06,33.66,3174
530057,20240802,4.65,4.75,4.50,4.58,295806
530063,20240802,7.82,8.30,7.82,8.20,3474
530065,20240802,18.39,18.80,17.13,18.80,1278
530067,20240802,460.00,477.80,460.00,470.00,7296
530073,20240802,1159.90,1159.90,1105.00,1137.55,27966
530075,20240802,978.95,1045.00,961.05,977.65,170724
530077,20240802,130.90,133.00,129.15,130.70,5909
530079,20240802,505.00,549.00,503.00,545.85,6644
530095,20240802,38.52,41.50,38.52,39.45,17757
530109,20240802,2.05,2.09,2.01,2.08,243652
530111,20240802,29.77,29.77,29.75,29.75,119
530117,20240802,1583.40,1583.40,1540.00,1546.65,1121
530119,20240802,47.54,49.96,46.82,49.36,762
530125,20240802,368.50,379.90,361.00,373.55,15645
530127,20240802,23.00,23.50,22.02,22.07,3504
530129,20240802,2231.10,2231.10,2156.85,2185.85,6233
530131,20240802,37.70,37.70,35.83,36.11,1108846
530133,20240802,65.99,66.00,60.00,60.37,1787
530135,20240802,452.10,487.00,452.10,473.10,51789
530139,20240802,41.81,41.81,38.02,41.80,3316
530141,20240802,18.50,18.50,18.50,18.50,50
530145,20240802,67.82,69.60,66.35,66.95,158504
530163,20240802,316.35,332.80,316.35,328.20,4674
530167,20240802,50.00,50.00,49.00,49.15,3088
530169,20240802,44.90,46.50,42.66,43.32,3855
530171,20240802,46.49,46.51,45.01,46.28,2986
530175,20240802,125.00,131.75,121.00,128.25,10971
530185,20240802,9.00,9.14,8.90,9.05,207711
530187,20240802,2.70,2.72,2.70,2.72,31971
530197,20240802,163.90,163.90,148.40,154.35,996
530199,20240802,242.00,256.55,242.00,249.95,4676
530201,20240802,8.00,8.34,7.95,8.13,53086
530207,20240802,19.51,20.60,19.40,19.70,6056
530213,20240802,56.00,58.15,55.70,56.11,1753
530215,20240802,174.40,178.15,170.10,173.90,22018
530217,20240802,10.10,10.10,10.10,10.10,11210
530231,20240802,24.55,24.60,24.55,24.60,17
530233,20240802,172.00,177.95,169.80,170.75,6075
530235,20240802,67.72,71.90,67.72,70.97,461
530239,20240802,141.25,145.50,140.50,142.35,23594
530245,20240802,364.95,364.95,337.50,353.45,458
530249,20240802,4.35,4.35,4.35,4.35,44959
530251,20240802,0.78,0.81,0.75,0.81,888325
530253,20240802,35.42,36.95,35.37,35.37,2624
530255,20240802,40.95,41.78,40.95,41.78,9623
530259,20240802,37.50,37.50,35.61,36.99,6391
530263,20240802,0.91,0.92,0.89,0.92,720071
530265,20240802,47.00,47.00,45.90,46.95,22
530267,20240802,76.86,76.86,76.86,76.86,5
530281,20240802,18.02,19.85,18.01,19.85,1069
530289,20240802,55.80,55.80,52.25,54.70,762
530291,20240802,44.98,44.98,44.98,44.98,630
530299,20240802,200.00,205.00,194.55,202.70,5203
530305,20240802,879.85,887.00,862.65,862.65,203935
530307,20240802,226.50,238.00,223.15,236.30,105741
530309,20240802,25.45,25.78,24.15,25.09,27206
