OFSS-II,20240802,10802.05,10942.15,10447.55,10495.25,425
OFSS-III,20240802,11011.0,11011.0,10547.05,10577.3,34
ONGC-I,20240802,337.45,339.25,327.05,328.65,21602
ONGC-II,20240802,336.5,337.6,329.35,330.7,895
ONGC-III,20240802,339.25,339.6,332.45,333.15,136
PAGEIND-I,20240802,41822.0,42790.0,41500.9,42488.6,2281
PAGEIND-II,20240802,41727.25,42300.0,41514.05,41780.3,196
PAGEIND-III,20240802,41800.25,42000.1,41800.25,42000.1,2
PEL-I,20240802,1015.0,1067.0,1005.0,1041.95,5857
PEL-II,20240802,1019.75,1072.3,1019.75,1048.75,272
PEL-III,20240802,1055.0,1074.35,1055.0,1058.2,14
PERSISTENT-I,20240802,4761.6,4799.95,4643.8,4654.1,4318
PERSISTENT-II,20240802,4712.25,4801.65,4665.0,4669.05,563
PERSISTENT-III,20240802,4750.55,4750.55,4685.0,4686.3,26
PETRONET-I,20240802,365.8,367.7,361.6,363.55,1696
PETRONET-II,20240802,366.05,369.2,364.1,366.1,134
PETRONET-III,20240802,370.0,372.0,367.1,368.3,22
PFC-I,20240802,539.9,540.85,524.25,525.4,15347
PFC-II,20240802,538.2,543.9,527.3,528.15,1025
PFC-III,20240802,546.35,546.4,530.4,531.05,75
PIDILITIND-I,20240802,3129.95,3164.6,3123.3,3146.95,1294
PIDILITIND-II,20240802,3145.45,3185.75,3145.45,3167.75,43
PIDILITIND-III,20240802,3195.0,3196.4,3184.55,3196.4,6
PIIND-I,20240802,4384.75,4422.3,4265.45,4287.65,3261
PIIND-II,20240802,4429.3,4429.3,4300.0,4315.3,144
PIIND-III,20240802,4414.3,4435.3,4334.15,4339.95,113
PNB-I,20240802,122.0,122.2,119.91,120.69,8096
PNB-II,20240802,122.5,122.92,120.8,121.51,654
PNB-III,20240802,123.16,123.53,121.8,122.34,71
POLYCAB-I,20240802,6750.05,6869.25,6701.05,6779.6,7329
POLYCAB-II,20240802,6797.9,6907.25,6762.45,6819.75,364
POLYCAB-III,20240802,6900.0,6910.0,6843.0,6866.35,17
POWERGRID-I,20240802,358.1,360.5,353.05,356.65,6766
POWERGRID-II,20240802,358.75,362.25,355.65,358.95,280
POWERGRID-III,20240802,361.85,363.2,357.55,361.2,80
PVRINOX-I,20240802,1496.0,1499.05,1475.25,1478.25,1875
PVRINOX-II,20240802,1483.8,1501.0,1477.5,1480.15,168
PVRINOX-III,20240802,1493.5,1499.0,1484.9,1486.85,17
RAMCOCEM-I,20240802,815.15,842.6,809.6,829.25,4348
RAMCOCEM-II,20240802,813.2,841.5,807.6,828.35,273
RAMCOCEM-III,20240802,826.15,842.0,822.55,831.0,20
RBLBANK-I,20240802,227.5,231.89,225.0,227.3,787
RBLBANK-II,20240802,230.53,231.0,229.2,229.25,14
RBLBANK-III,20240802,232.5,232.5,232.5,232.5,1
RECLTD-I,20240802,616.9,624.8,607.55,609.15,13478
RECLTD-II,20240802,616.0,628.65,611.75,613.05,661
RECLTD-III,20240802,625.0,631.55,615.5,616.7,90
RELIANCE-I,20240802,3020.0,3021.55,2988.65,2997.0,36816
RELIANCE-II,20240802,3032.0,3039.6,3008.6,3016.3,1088
RELIANCE-III,20240802,3051.25,3058.0,3030.0,3036.3,251
SAIL-I,20240802,148.3,148.3,145.13,146.11,8061
SAIL-II,20240802,148.73,148.97,145.0,146.39,563
SAIL-III,20240802,148.0,149.17,147.0,147.53,69
SBICARD-I,20240802,710.95,719.0,707.6,710.05,3520
SBICARD-II,20240802,702.2,711.45,702.0,702.75,844
SBICARD-III,20240802,701.0,705.9,698.0,698.5,265
SBILIFE-I,20240802,1764.6,1777.25,1740.45,1751.55,5071
SBILIFE-II,20240802,1772.8,1787.2,1753.6,1763.7,109
SBILIFE-III,20240802,1787.0,1790.0,1770.0,1775.45,10
SBIN-I,20240802,859.5,861.0,849.0,850.55,58405
SBIN-II,20240802,867.2,867.2,854.8,856.15,2123
SBIN-III,20240802,870.2,872.4,861.4,862.25,329
SHREECEM-I,20240802,27535.0,27899.6,27150.0,27277.1,4663
SHREECEM-II,20240802,27816.85,28058.05,27413.55,27493.7,70
SHREECEM-III,20240802,0.0,0.0,0.0,27640.0,0
SHRIRAMFIN-I,20240802,2956.05,3033.2,2929.05,3000.15,9537
SHRIRAMFIN-II,20240802,2980.0,3050.9,2950.0,3018.2,306
SHRIRAMFIN-III,20240802,3005.0,3059.25,2971.5,3031.8,41
SIEMENS-I,20240802,6951.25,6995.0,6809.05,6876.75,10577
SIEMENS-II,20240802,6943.1,7028.6,6863.05,6926.0,264
SIEMENS-III,20240802,7000.0,7000.0,6915.0,6977.2,13
SRF-I,20240802,2589.25,2631.25,2529.45,2534.4,4142
SRF-II,20240802,2600.0,2631.1,2533.0,2537.5,213
SRF-III,20240802,2633.8,2633.8,2544.75,2544.75,8
SUNPHARMA-I,20240802,1704.0,1751.15,1690.75,1740.35,19906
SUNPHARMA-II,20240802,1705.8,1761.2,1703.0,1751.05,600
SUNPHARMA-III,20240802,1740.45,1771.0,1740.45,1763.4,31
SUNTV-I,20240802,886.1,902.3,880.15,890.9,1651
SUNTV-II,20240802,885.5,902.9,885.35,894.15,54
SUNTV-III,20240802,887.1,898.7,887.1,894.7,6
SYNGENE-I,20240802,815.0,825.7,811.75,820.7,1303
SYNGENE-II,20240802,808.25,815.7,807.55,811.9,187
SYNGENE-III,20240802,811.5,813.6,806.0,806.0,9
TATACHEM-I,20240802,1097.6,1106.75,1082.1,1090.1,7475
TATACHEM-II,20240802,1094.8,1108.6,1085.0,1092.0,312
TATACHEM-III,20240802,1100.0,1112.95,1090.0,1093.9,36
TATACOMM-I,20240802,1955.0,1995.7,1936.75,1960.9,2782
TATACOMM-II,20240802,1971.0,2007.25,1948.7,1974.65,152
TATACOMM-III,20240802,2002.05,2006.5,1973.0,1989.8,11
TATACONSUM-I,20240802,1200.0,1224.7,1194.05,1198.4,8693
TATACONSUM-II,20240802,1215.0,1230.0,1202.3,1205.15,194
TATACONSUM-III,20240802,1230.0,1236.9,1210.2,1213.85,26
TATAMOTORS-I,20240802,1119.9,1120.0,1088.2,1092.0,59979
TATAMOTORS-II,20240802,1127.9,1133.6,1093.6,1096.95,6397
TATAMOTORS-III,20240802,1148.1,1148.1,1100.0,1102.85,865
TATAPOWER-I,20240802,460.0,473.6,454.05,462.2,29741
TATAPOWER-II,20240802,465.85,476.25,457.25,465.25,1473
TATAPOWER-III,20240802,470.0,479.4,461.15,468.4,259
TATASTEEL-I,20240802,160.9,161.0,155.31,158.64,20512
TATASTEEL-II,20240802,161.42,161.42,156.0,159.73,1693
TATASTEEL-III,20240802,164.0,164.0,158.91,160.92,305
TCS-I,20240802,4400.0,4413.4,4287.0,4295.8,22607
TCS-II,20240802,4429.1,4437.7,4317.15,4325.8,795
TCS-III,20240802,4446.0,4446.0,4339.55,4340.65,73
TECHM-I,20240802,1520.0,1539.95,1504.6,1511.15,8885
TECHM-II,20240802,1542.0,1543.15,1512.55,1518.0,615
TECHM-III,20240802,1547.2,1550.25,1525.0,1527.6,24
TITAN-I,20240802,3450.0,3493.65,3426.5,3478.7,21892
TITAN-II,20240802,3491.05,3515.0,3450.0,3499.15,526
TITAN-III,20240802,3516.85,3533.2,3480.0,3524.45,78
TORNTPHARM-I,20240802,3180.0,3256.0,3162.25,3213.75,1977
TORNTPHARM-II,20240802,3181.0,3248.35,3177.95,3204.5,101
TORNTPHARM-III,20240802,3206.0,3229.95,3203.65,3229.9,23
TRENT-I,20240802,5740.6,5832.4,5555.6,5568.1,7567
TRENT-II,20240802,5775.0,5866.5,5593.0,5604.8,298
TRENT-III,20240802,5800.0,5903.0,5632.9,5639.0,58
TVSMOTOR-I,20240802,2575.45,2594.2,2532.8,2573.9,4950
TVSMOTOR-II,20240802,2592.0,2610.1,2551.0,2589.7,183
TVSMOTOR-III,20240802,2600.0,2612.0,2590.0,2603.0,8
UBL-I,20240802,1952.35,2007.0,1952.3,1986.55,1817
UBL-II,20240802,1969.8,1989.85,1966.1,1970.2,178
UBL-III,20240802,1987.9,1987.9,1977.45,1979.65,42
ULTRACEMCO-I,20240802,11900.05,11920.0,11684.6,11746.85,6137
ULTRACEMCO-II,20240802,11900.0,11955.0,11775.0,11800.0,298
ULTRACEMCO-III,20240802,11915.0,11930.1,11835.0,11835.0,14
UNITDSPR-I,20240802,1415.95,1436.8,1404.9,1428.4,3262
UNITDSPR-II,20240802,1435.15,1445.75,1424.35,1438.55,77
UNITDSPR-III,20240802,1440.0,1449.15,1439.1,1449.0,15
UPL-I,20240802,559.8,564.95,533.0,537.9,22798
UPL-II,20240802,557.6,567.5,535.6,541.2,1253
UPL-III,20240802,562.6,570.7,539.5,543.3,210
VEDL-I,20240802,442.5,444.05,433.6,435.5,12724
VEDL-II,20240802,441.1,445.55,436.2,438.4,576
VEDL-III,20240802,445.0,448.05,441.0,441.75,100
VOLTAS-I,20240802,1529.4,1540.5,1490.9,1495.65,5060
VOLTAS-II,20240802,1540.75,1542.4,1501.1,1504.7,615
VOLTAS-III,20240802,1535.55,1538.0,1505.85,1510.1,70
WIPRO-I,20240802,519.85,521.5,503.2,503.9,12767
WIPRO-II,20240802,520.3,525.1,506.25,507.05,964
WIPRO-III,20240802,524.65,525.2,509.35,510.35,261
ZYDUSLIFE-I,20240802,1241.0,1263.95,1235.8,1255.0,4226
ZYDUSLIFE-II,20240802,1250.0,1269.95,1241.35,1261.8,171
ZYDUSLIFE-III,20240802,1262.9,1276.65,1262.9,1268.0,7
